 -0.80000000000000004        2.3530736296830838E-002
 -0.79000000000000004        2.3586963943066801E-002
 -0.78000000000000003        2.3646512796060521E-002
 -0.77000000000000002        2.3709450385768098E-002
 -0.76000000000000001        2.3775846479609088E-002
 -0.75000000000000000        2.3845773166585676E-002
 -0.73999999999999999        2.3919304945002742E-002
 -0.72999999999999998        2.3996518813963089E-002
 -0.71999999999999997        2.4077494368821416E-002
 -0.70999999999999996        2.4162313900790652E-002
 -0.70000000000000007        2.4251062500905030E-002
 -0.69000000000000006        2.4343828168555237E-002
 -0.68000000000000005        2.4440701924823127E-002
 -0.67000000000000004        2.4541777930856195E-002
 -0.66000000000000003        2.4647153611535293E-002
 -0.65000000000000002        2.4756929784703494E-002
 -0.64000000000000001        2.4871210796239152E-002
 -0.63000000000000000        2.4990104661272394E-002
 -0.62000000000000000        2.5113723211861397E-002
 -0.60999999999999999        2.5242182251463168E-002
 -0.59999999999999998        2.5375601716552777E-002
 -0.58999999999999997        2.5514105845766070E-002
 -0.57999999999999996        2.5657823356962345E-002
 -0.57000000000000006        2.5806887632627701E-002
 -0.56000000000000005        2.5961436914063940E-002
 -0.55000000000000004        2.6121614504835397E-002
 -0.54000000000000004        2.6287568983973924E-002
 -0.53000000000000003        2.6459454429472912E-002
 -0.52000000000000002        2.6637430652633506E-002
 -0.51000000000000001        2.6821663443860919E-002
 -0.50000000000000000        2.7012324830545602E-002
 -0.48999999999999999        2.7209593347703467E-002
 -0.47999999999999998        2.7413654322091887E-002
 -0.47000000000000003        2.7624700170563052E-002
 -0.46000000000000002        2.7842930713464935E-002
 -0.45000000000000001        2.8068553503951522E-002
 -0.44000000000000000        2.8301784174119920E-002
 -0.42999999999999999        2.8542846798950881E-002
 -0.41999999999999998        2.8791974279093340E-002
 -0.41000000000000003        2.9049408743601728E-002
 -0.40000000000000002        2.9315401973808306E-002
 -0.39000000000000001        2.9590215849591178E-002
 -0.38000000000000000        2.9874122819383883E-002
 -0.37000000000000000        3.0167406395362258E-002
 -0.35999999999999999        3.0470361675343418E-002
 -0.35000000000000003        3.0783295893035263E-002
 -0.34000000000000002        3.1106528998389473E-002
 -0.33000000000000002        3.1440394269931844E-002
 -0.32000000000000001        3.1785238961075449E-002
 -0.31000000000000000        3.2141424982563831E-002
 -0.29999999999999999        3.2509329623343609E-002
 -0.28999999999999998        3.2889346312331112E-002
 -0.28000000000000003        3.3281885423715234E-002
 -0.27000000000000002        3.3687375128631097E-002
 -0.26000000000000001        3.4106262296246741E-002
 -0.25000000000000000        3.4539013447530173E-002
 -0.23999999999999999        3.4986115765206841E-002
 -0.23000000000000001        3.5448078163681764E-002
 -0.22000000000000000        3.5925432422985536E-002
 -0.20999999999999999        3.6418734391113532E-002
 -0.20000000000000001        3.6928565259463066E-002
 -0.19000000000000000        3.7455532916438827E-002
 -0.17999999999999999        3.8000273384692619E-002
 -0.17000000000000001        3.8563452347894579E-002
 -0.16000000000000000        3.9145766773402133E-002
